,Ticker,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,sharesOutstanding,bookValue,sharesShort,sharesPercentSharesOut,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,lastSplitDate,lastSplitFactor,earningsQuarterlyGrowth,dateShortInterest,pegRatio,forwardPE,maxAge,shortPercentOfFloat,sharesShortPriorMonth,eps,Market Cap,PE,NI,EBIT
224,HOG,2.235,0.08718,12.997,-0.18985265,3.74,157179008,11.437,14393380,0.090500005,1546214400,0.93939,484632992,2.953,0.032832503,3.0654893,0.00645,1609372800,1553990400,6.71,2019/4/15,156556351,1.340762,12425320448,2,2000/4/10,1月2日,-0.268,1557878400,1.32,9.374331,1,0.1024,15520570,2.952999965,5510696448,11.872672,531451000,822863000
225,HOLX,4.664,-0.00323,14.95,0.22268474,2.63,268050000,8.058,6196639,0.0231,1538179200,0.99711,-10600000,-0.039,0.032832503,5.9630184,0.00294,1601337600,1553904000,4.12,2019/4/15,267058352,0.947874,15327756288,2,2008/4/3,1月2日,,1557878400,2.12,18.26996,1,0.0253,5426947,,12879802368,,-111300000,543900000
226,HON,3.268,0.16732,15,0.1834296,8.85,727742016,25.788,5883162,0.0081,1546214400,0.77096003,6742000128,9.02,0.032832503,6.641849,0.0038,1609372800,1553990400,1.71,2019/4/15,695699553,1.253995,1.32E+11,2,2018/10/29,1000/1032,-0.016,1557878400,3.02,19.353672,1,0.0081,5321173,9.02000025,1.25E+11,18.988913,6765000000,7902000000
227,HP,2.096,0.026400002,7.802,-0.20911449,2.25,110510000,39.471,9342118,0.0854,1538265600,1.00753,72422000,0.663,0.032832503,1.283474,0.03101,1601424000,1553990400,8.38,2019/4/15,106260250,1.749194,5898724352,2,2006/7/10,1月2日,,1557878400,0.31,22.515556,1,0.111,9283242,0.663000012,5598436352,76.410255,482672000,77570000
228,HPE,0.918,0.00954,5.188,-0.1204744,1.75,1339149952,13.518,28251497,0.021,1540944000,0.8464,276000000,0.202,0.032832503,1.0548898,0.00154,1604102400,1556582400,3.15,2019/4/15,1337581820,1.249678,27907604480,2,2017/9/1,1000/1289,-0.461,1557878400,1.3,8.148572,1,0.0234,32590918,0.202000013,19096279040,70.594055,1908000000,1130000000
229,HPQ,0.531,0.06671,6.41,-0.17909211,2.26,1506290048,-0.987,18791803,0.0125,1540944000,0.83879,3916000000,2.473,0.032832503,,0.00227,1604102400,1556582400,1.99,2019/4/15,1503595472,1.170451,31163011072,2,2015/11/2,1000/2202,-0.261,1557878400,1.63,8.79646,1,0.012300001,17115943,2.473000384,29945044992,8.038818,5327000000,4326000000
230,HRB,2.284,0.21790001,8.052,-0.07385975,2.02,203292992,-1.042,34909583,0.1717,1525046400,1.03171,705011008,3.301,0.032832503,,0.00435,1588204800,1548892800,14.57,2019/4/15,203000376,0.279958,7205368832,2,2005/8/23,1月2日,,1557878400,1.33,13.336634,1,0.2315,34832985,3.301000115,5476713472,8.161163,613149000,759450000
231,HRL,2.3,0.103819996,16.378,0.14859319,1.89,533844992,11.001,40991360,0.0765,1540684800,0.45326,995502976,1.82,0.032832503,3.7696574,0.48206002,1603843200,1556409600,13.63,2019/4/15,275063398,-0.147344,22056609792,2,2016/2/10,1月2日,0.19,1557878400,4.38,21.9418,1,0.14819999,39769649,1.819999943,22138552320,22.785715,1012140000,1157228000
232,HRS,4.025,0.1381,16.961,0.28515863,9.27,118126000,30.549,11097490,0.0939,1530230400,0.92660004,910000000,7.556,0.032832503,6.434908,0.00374,1593388800,1553817600,11.27,2019/4/15,117640101,1.015274,26611675136,2,2009/5/11,9448/10000,0.24,1557878400,1.27,21.20604,1,0.1244,9788305,7.556000232,23221209088,26.01641,718000000,1172000000
233,HSIC,0.96,0.038039997,11.413,0.22175837,3.76,149074000,18.772,19171432,0.1286,1546041600,1.05879,542760000,3.308,0.032832503,3.7683785,0.011569999,1609200000,1553904000,10.82,2019/4/15,147443610,0.770596,12754071552,2,2019/2/8,1000/1275,-0.217,1557878400,3.04,18.81383,1,0.1451,16899233,3.308000212,10545494016,21.384521,535881000,893208000
234,HST,3.083,0.18236999,11.278,-0.14974499,0.85,740894016,10.14,32357797,0.0437,1546214400,1.0099701,1020000000,1.378,0.032832503,1.8224851,0.012469999,1609372800,1553990400,4.52,2019/4/15,733366158,1.23138,17243990016,2,2009/11/4,1月1日,-0.265,1557878400,0.77,21.741175,1,0.062,33658079,1.378000021,13835181056,13.41074,1087000000,813000000
235,HSY,4.209,0.14443,16.899,0.49345303,5.98,208800000,6.781,5404789,0.025899999,1546214400,0.76358,1131716992,5.378,0.032832503,20.165167,0.00425,1609372800,1553990400,3.92,2019/4/15,147351902,0.02882,32977543168,2,2004/6/16,1月2日,-0.131,1557878400,2.87,22.866222,1,0.0366,5908083,5.377999334,28551313408,25.425812,1177562000,1756892000
236,HUM,0.452,0.029930001,7.763,-0.17453313,18.78,135035008,80.283,1981194,0.0147,1546214400,0.96414,1758000000,12.772,0.032832503,3.109874,0.00198,1609372800,1553990400,1.03,2019/4/15,134709584,1.004901,26551164928,2,1991/8/1,2月3日,0.153,1557878400,0.96,13.294461,1,0.0147,1299760,12.77200033,33714190336,19.54823,1683000000,3112000000
237,IBM,1.975,0.10978,9.079,-0.09053081,14.16,886643008,18.588,14819442,0.0167,1546214400,0.57498,8641000448,9.503,0.032832503,7.248763,0.00114,1609372800,1553990400,3.57,2019/4/15,885889227,1.587241,1.55E+11,2,1999/5/27,1月2日,-0.052,1557878400,3.52,9.515537,1,0.0167,14299518,9.503000279,1.19E+11,14.17868,8728000000,12230000000
238,ICE,3.411,0.40008,5.54,0.13341296,4.18,563865024,30.276,4301667,0.0076,1546214400,0,2008000000,3.491,0.032832503,2.8431764,0.93232,1609372800,1553990400,1.71,2019/4/15,113698649,0.388244,17118712832,2,2016/11/4,1月5日,0.043,1557878400,2.81,20.593302,1,0.0077,4543783,3.490999888,48537501696,24.657692,1988000000,2645000000
239,IDXX,10.569,0.17332001,39.81,0.19835353,5.52,86006304,0.599,1391446,0.0162,1546214400,0.90885,390260992,4.42,0.032832503,448.19702,0.01601,1609372800,1553990400,2.79,2019/4/15,84651732,1.264772,23797708800,2,2015/6/16,1月2日,0.148,1557878400,2.67,48.635868,1,0.0184,1343797,4.419999928,23090112512,60.73982,377031000,493964000
240,IFF,4.68,0.072909996,21.465,0.20516098,7.02,106691000,57.603,10156030,0.0952,1546214400,0.86127,312696992,3.244,0.032832503,2.62712,0.00446,1609372800,1553990400,10.14,2019/4/15,86145625,0.34737,20329607168,2,1994/1/20,1月3日,-0.159,1557878400,3.19,21.55698,1,0.1393,8703449,3.243999897,16145549312,46.6492,337302000,698804000
241,ILMN,14.229,0.25052,45.774,0.18076229,7.66,147000000,27.109,2988553,0.020299999,1546128000,0.91901,851000000,5.72,0.032832503,12.435722,0.00386,1609286400,1553990400,2.73,2019/4/15,146495790,1.266705,48337031168,2,2008/9/23,1月2日,0.12,1557878400,2.12,44.010445,1,0.0229,2806371,5.7199998,49556639744,58.937065,826000000,883000000
242,INCY,7.907,0.12663001,45.079,0.16536915,2.86,214439008,9.731,7255279,0.033800002,1546214400,0.94022006,252944992,1.162,0.032832503,7.8923035,0.00551,1609372800,1553990400,4.83,2019/4/15,180911082,1.006631,15794103296,2,2000/9/1,1月2日,,1557878400,1.07,26.85315,1,0.0405,4936387,1.16199988,16468916224,66.09295,109493000,154869000
243,INFO,7.107,0.0996,21.309,0.17577434,2.88,399748000,20.844,3892031,0.0097,1543536000,0.98081,410700000,1.006,0.032832503,2.9145079,0.06882,1606694400,1551312000,2.96,2019/4/15,397653655,0.716524,29305800704,2,2016/7/13,1月3日,-0.545,1557878400,2.02,21.09375,1,0.0104,4837560,1.006000033,24284690432,60.387672,542300000,783400000
244,INTC,3.141,0.2904,6.855,-0.15572268,4.53,4477000192,16.453,56748685,0.0127,1546041600,0.68801004,20572999680,4.43,0.032832503,2.8444662,0.00052,1609200000,1553904000,1.86,2019/4/15,4475791210,0.596483,2.23E+11,2,2000/7/31,1月2日,-0.108,1557878400,1.38,10.331125,1,0.0126,52099252,4.430000036,2.10E+11,10.564334,21053000000,23244000000
245,INTU,9.277,0.21917,31.333,0.24767399,7.44,259243008,15.694,2672588,0.010299999,1532995200,0.90046,1444999936,5.477,0.032832503,16.599974,0.04052,1596153600,1556582400,1.67,2019/4/15,249306586,0.932377,61161041920,2,2006/7/7,1月2日,0.162,1557878400,2.41,35.01613,1,0.012,2184845,5.477000676,67537985536,47.56618,1211000000,1497000000
246,IP,1.201,0.07317,7.337,-0.23792571,5.05,397334016,18.662,9539529,0.024,1546214400,0.83474,1730000000,4.156,0.032832503,2.3416567,0.00321,1609372800,1553990400,2.98,2019/4/15,391060073,1.429022,28012988416,2,2014/7/2,1000/1014,-0.418,1557878400,-2.04,8.653465,1,0.0254,8942169,4.156000075,17363496960,10.514918,2012000000,2468000000
247,IPG,1.696,0.07564,10.712,-0.06952095,1.99,387039008,5.995,22441112,0.058000002,1546214400,1.05074,625000000,1.609,0.032832503,3.5562968,0.00679,1609372800,1553990400,6.2,2019/4/15,384329738,0.733154,14013905920,2,1999/7/16,1月2日,,1557878400,3.17,10.713568,1,0.0747,23808414,1.609000016,8251671552,13.250466,618900000,1037300000
248,IPGP,4.271,0.24936001,11.291,-0.46278632,7.13,53143800,42.702,2683788,0.0505,1546214400,0.69055,352852000,6.477,0.032832503,3.1127348,0.33411998,1609372800,1553990400,4.77,2019/4/15,37195900,2.146918,6043365376,2,-,,-0.481,1557878400,6.42,18.642355,1,0.1292,3223494,6.477000484,7063874048,20.521845,404027000,517255000
249,IQV,3.655,0.023540001,21.142,0.3318615,7.23,197240992,33.545,3438517,0.0174,1546214400,0.90633005,248000000,1.21,0.032832503,4.1651516,0.00833,1609372800,1553990400,2.7,2019/4/15,195264346,1.11933,38500175872,2,-,,-0.159,1557878400,1.52,19.325035,1,0.0197,2830071,1.210000046,27558512640,115.47107,259000000,833000000
250,IR,2.175,0.08935001,14.608,0.34741485,7.06,241158000,28.572,3278935,0.0136,1546214400,0.84301,1431299968,5.706,0.032832503,4.387162,0.00391,1609372800,1553990400,1.98,2019/4/15,240485395,1.231919,34491285504,2,2013/12/2,1000/1252,0.66,1557878400,1.87,17.754957,1,0.0136,3020395,5.706000195,30229155840,21.968103,1337600000,1988900000
251,IRM,4.535,0.08218,13.515,-0.099595785,1.17,286880992,6.134,35019340,0.1221,1546214400,0.91268,360216992,1.207,0.032832503,5.1271605,0.00934,1609372800,1553990400,11.73,2019/4/15,284011835,0.729599,19214592000,2,2014/9/26,1000/1082,-0.338,1557878400,-31.22,26.880344,1,0.1696,33573062,1.207000048,9022407680,26.056337,363351000,796355000
252,ISRG,14.258,0.29784,40.656,0.016975403,13.5,115449000,60.868,2095406,0.018099999,1546214400,0.89116997,1146800000,9.611,0.032832503,8.3741865,0.00963,1609372800,1553990400,1.85,2019/4/15,114354205,1.256571,54897598464,2,2017/10/6,1月3日,0.066,1557878400,3.41,37.75704,1,0.0183,1629597,9.610999817,58846662656,53.035065,1127900000,1244600000
253,IT,4.32,0.04089,28.88,0.14814806,4.57,90090400,9.512,3227624,0.0358,1546214400,1.00648,162838000,1.775,0.032832503,16.71783,0.03136,1609372800,1553990400,7.18,2019/4/15,87131845,1.550005,17204858880,2,1996/4/1,1月2日,,1557878400,3.03,34.796497,1,0.0416,4521817,1.774999849,14326175744,89.58874,122456000,366912000
254,ITW,3.802,0.17206,13.866,0.013138533,8.44,325775008,9.81,6610109,0.020299999,1546214400,0.79736,2508000000,7.511,0.032832503,15.516819,0.00202,1609372800,1553990400,5.02,2019/4/15,322569484,1.332106,55420649472,2,2006/5/26,1月2日,-0.084,1557878400,4.44,18.035545,1,0.0235,6182450,7.511000418,49589473280,20.266275,2563000000,3604000000
255,IVZ,2.08,0.15593,7.702,-0.2631579,2.73,476574016,21.627,15882794,0.0396,1546214400,0.86886,806600000,1.962,0.032832503,0.9469644,0.01612,1609372800,1553990400,3.84,2019/4/15,394901005,1.505231,10760952832,2,2000/11/8,10月25日,-0.3,1557878400,3.67,7.501831,1,0.046,12225778,1.962000044,9760235520,10.438328,882800000,1346200000
256,JBHT,1.239,0.05608,9.601,-0.32911098,6.47,108739000,20.267,4209572,0.0387,1546214400,0.73538,491044000,4.45,0.032832503,4.3736124,0.20382,1609372800,1553990400,2.84,2019/4/15,86456119,1.134693,10851578880,2,2005/5/24,1月2日,0.012,1557878400,1.43,13.700155,1,0.048699997,2789653,4.449999804,9638625280,19.919102,489585000,681021000
257,JCI,1.531,0.07455,10.402,0.11456251,2.59,795779968,22.31,13795048,0.0154,1538265600,0.92322,2400000000,2.558,0.032832503,1.7395787,0.00164,1601424000,1553990400,2.59,2019/4/15,894727905,1.105373,48535465984,2,2016/9/6,1000/955,0.176,1557878400,0.86,14.984557,1,0.0171,10179294,2.558000064,30884220928,15.172009,2162000000,3631000000
258,JEC,0.794,0.0178,12.694,0.19722557,5.45,136608992,40.063,3960188,0.029000001,1538092800,0.90088,382784000,2.043,0.032832503,2.0003495,0.00523,1601251200,1553817600,3.66,2019/4/15,135988632,1.265444,13103480832,2,2017/2/15,1月2日,0.171,1557878400,1.25,14.704588,1,0.027999999,4577149,2.043000026,10947844096,39.226627,163431000,678971000
259,JEF,1.465,0.21445,35.816,-0.22077924,1.43,291236992,33.297,9226828,0.0317,1543536000,0.82421,265338528,3.159,0.032832503,0.54149026,0.15911001,1606694400,1551312000,5.63,2019/4/15,249897048,1.755601,7653689856,2,2013/2/26,1000/1027,,1557878400,0.94,12.608393,1,0.0376,8959364,3.158999654,5251003392,5.707503,1120132270,140157807
260,JKHY,6.388,0.18110001,21.425,0.049128175,3.82,77203600,18.472,2261967,0.0293,1530316800,0.91957,290352992,3.74,0.032832503,7.4122996,0.007850001,1593475200,1553990400,4.95,2019/4/15,76603779,1.220117,10242210816,2,2001/3/5,1月2日,-0.142,1557878400,3.45,35.842934,1,0.0376,1946130,3.739999864,10570717184,36.609627,376660000,394596000
261,JNJ,4.692,0.17990999,13.655,0.1295451,9.14,2655059968,22.2,12441788,0.0047,1546128000,0.69225,14679000064,5.396,0.032832503,6.262162,0.00068,1609286400,1553990400,1.96,2019/4/15,2645789842,0.72986,3.83E+11,2,2001/6/13,1月2日,-0.142,1557878400,2.47,15.210066,1,0.0047,11236255,5.395999904,3.69E+11,25.763529,15297000000,21407000000
262,JNPR,1.647,0.12342,9.496,-0.03743702,1.98,344324992,13.782,23579326,0.0685,1546214400,0.93776,563600000,1.597,0.032832503,1.9489189,0.013710001,1609372800,1553990400,6.31,2019/4/15,340610146,0.388545,7519941632,2,2000/6/16,1月2日,-0.096,1557878400,3.14,13.565657,1,0.089099996,18460590,1.596999971,9248569344,16.819036,566900000,583900000
263,JPM,-0.474,0.31410998,,-0.015068114,10.62,3243500032,71.788,21518139,0.0066,1546214400,0.7529,31224000512,9.269,0.032832503,1.5370256,0.008,1609372800,1553990400,1.91,2019/4/15,3160304243,1.220777,-49672536064,2,2000/6/12,2月3日,0.054,1557878400,1.14,10.389831,1,0.0067,18877914,9.268999833,3.58E+11,11.904197,32474000000,0
264,JWN,0.592,0.03265,6.218,-0.39399153,3.98,154652000,4.211,23173763,0.1499,1549065600,0.68092,514000000,3.084,0.032832503,7.7273808,0.34069002,1612224000,1556928000,7.94,2019/4/15,103421817,0.670522,9313821696,2,2005/7/1,1月2日,-0.575,1557878400,1.15,8.1758795,1,0.215,21436921,3.084000049,5032376320,10.551232,564000000,909000000
265,K,2.13,0.085889995,12.675,-0.14453775,4.05,340496992,7.45,18729002,0.055,1546041600,0.89122003,1174000000,3.38,0.032832503,7.351678,0.00693,1609200000,1553904000,8.15,2019/4/15,272237536,0.852606,29115424768,2,1997/8/25,1月2日,-0.365,1557878400,19.8,13.523457,1,0.0686,17528394,3.380000002,18649020416,16.204142,1336000000,1889000000
266,KEY,5.252,0.30187,,-0.18725681,1.95,1008289984,14.286,15834683,0.015700001,1546214400,0.83542997,1776999936,1.708,0.032832503,1.1843762,0.00408,1609372800,1553990400,1.37,2019/4/15,1003236997,1.546545,32275501056,2,1998/3/9,1月2日,-0.026,1557878400,1.97,8.676923,1,0.018,11398386,1.708000032,17060267008,9.906323,1866000000,0
267,KEYS,3.851,0.06607,17.491,0.3313341,4.42,188171008,14.897,4649115,0.0248,1540944000,0.91212,274000000,1.431,0.032832503,5.52863,0.0044,1604102400,1556582400,3,2019/4/15,187519898,1.20945,15969481728,2,-,,1.391,1557878400,1.1,18.633484,1,0.028800001,2600595,1.431000023,15497763840,57.554157,165000000,418000000
268,KHC,2.483,-0.38799998,9.226,-0.5200401,2.92,1219939968,42.342,18248951,0.014500001,1546041600,0.85546994,-10192000000,-8.361,0.032832503,0.7158377,0.00115,1609200000,1546041600,2.31,2019/4/15,297994452,0.94556,65220042752,2,-,,,1557878400,-5.09,10.3801365,1,,19756738,,36976377856,,-10192000000,6086000000
269,KIM,10.954,0.40657002,17.607,0.110909104,0.76,422040000,12.605,21517058,0.051,1546214400,0.89607,401816000,0.955,0.032832503,1.4462515,0.028450001,1609372800,1553990400,5.85,2019/4/15,401259168,0.607523,12659807232,2,2005/8/24,1月2日,-0.194,1557878400,5.08,23.986841,1,0.0641,23466743,0.955000012,7710706688,19.089005,497795000,435573000
270,KLAC,4.242,0.29826,11.179,-0.027118385,9.02,161620000,17.597,3674655,0.0227,1530316800,0.95606005,1306539008,8.395,0.032832503,6.44769,0.00259,1593475200,1553990400,2.19,2019/4/15,161334194,1.57753,18583719936,2,2000/1/19,1月2日,-0.372,1557878400,1.36,12.578713,1,0.026800001,4218060,8.395001001,18337404928,13.515186,802265000,1537194000
271,KMB,2.964,0.09631,14.064,0.30171752,6.97,343795008,-0.887,6386194,0.0186,1546214400,0.75068,1771000064,5.088,0.032832503,,0.00404,1609372800,1553990400,3.53,2019/4/15,342475156,0.429625,54499426304,2,2014/11/3,1000/1043,3.882,1557878400,5.87,19.327118,1,0.0186,6460100,5.087999426,46312628224,26.476025,1410000000,3153000000
272,KMI,6.056,0.115930006,13.459,0.23206997,1.1,2263739904,14.857,49707266,0.022,1546214400,0.65002,1543000064,0.692,0.032832503,1.405398,0.13447,1609372800,1553990400,3.56,2019/4/15,1943988934,1.023997,85719883776,2,2015/1/20,1月10日,0.061,1557878400,3.72,18.981817,1,0.0255,50951089,0.692000009,47266885632,30.17341,1609000000,3901000000
273,KMX,1.433,0.044,20.007,0.08222699,5.57,166192000,20.044,16228837,0.09770001,1551312000,1.06086,842412992,4.79,0.032832503,4.10896,0.00538,1614470400,1551312000,11.85,2019/4/15,153935899,1.088894,27434422272,2,2007/3/27,1月2日,0.576,1557878400,1.26,14.786355,1,0.11,19366585,4.789999858,13687573504,17.194155,842413000,1189006000
274,KO,7.918,0.20912,23.893,0.16678,2.26,4266119936,4.155,24192222,0.0057,1546214400,0.68985003,7010999808,1.573,0.032832503,12.365824,0.00755,1609372800,1553817600,2.02,2019/4/15,3833616361,0.280548,2.55E+11,2,2012/8/13,1月2日,0.227,1557878400,4.54,22.734514,1,0.0057,22165215,1.572999997,2.19E+11,32.6637,6434000000,9508000000
275,KR,0.279,0.02567,6.483,-0.06303841,2.38,798428992,9.882,44126049,0.0547,1549065600,0.84516,3076000000,3.76,0.032832503,2.468124,0.00702,1612224000,1549065600,7.57,2019/4/15,791788766,0.951433,33852966912,2,2015/7/14,1月2日,-0.697,1557878400,1.86,10.247898,1,0.0557,33550293,3.760000074,19473682432,6.486702,3110000000,2677000000
276,KSS,0.659,0.039189998,5.659,-0.38388747,6.27,162026000,33.801,31441902,0.1927,1549065600,1.11054,788000000,4.794,0.032832503,1.4437443,0.01385,1612224000,1556928000,7.8,2019/4/15,159773180,1.14692,13246980096,2,2000/4/25,1月2日,-0.173,1557878400,1.06,7.783094,1,0.25,25957250,4.794000426,7906868736,10.17939,801000000,1433000000
277,KSU,5.419,0.21297,11.21,0.0675025,7.75,100587000,47.946,1726992,0.0172,1546214400,0.85378,585500032,5.756,0.032832503,2.5030243,0.00513,1609372800,1553990400,1.71,2019/4/15,100008624,1.184846,14902672384,2,2000/7/13,2月1日,-0.289,1557878400,1.19,15.485162,1,0.0254,1717059,5.756000082,12071446528,20.849548,627400000,968400000
278,L,1.857,0.05175,10.785,0.07615435,3.5,304888000,62.313,3692392,0.0121,1546214400,0.26047,737000000,2.341,0.032832503,0.86707425,0.69622004,1609372800,1553990400,3.3,2019/4/15,261639623,0.599808,26444169216,2,2006/5/9,1月3日,0.345,1557878400,0.65,15.437142,1,0.013999999,4529521,2.34100004,16473098240,23.07988,636000000,1435000000
279,LB,1.107,0.04804,7.236,-0.38548994,2.55,276340000,-3.268,11891492,0.0432,1549065600,0.75668997,636000000,2.286,0.032832503,,0.17382999,1612224000,1556928000,2.88,2019/4/15,217358336,0.701367,14652928000,2,2000/5/31,1月2日,-0.167,1557878400,0.72,8.556863,1,0.0523,11966061,2.286000208,6029738496,9.545056,644000000,1440000000
280,LEG,1.669,0.06579,12.628,-0.14690667,2.73,131269000,9.106,11101637,0.0846,1546214400,0.81124,289200000,2.14,0.032832503,4.092906,0.01018,1609372800,1553990400,9.38,2019/4/15,129777450,1.089139,7338207744,2,1998/6/16,1月2日,-0.214,1557878400,2.93,13.652015,1,0.0955,10312469,2.139999982,4892395520,17.415888,305900000,449000000
281,LEN,1.251,0.083859995,10.285,-0.006331503,5.94,285431008,45.755,11315766,0.035,1543536000,0.97567004,1784097024,5.474,0.032832503,1.1535351,0.01941,1606694400,1551312000,4.62,2019/4/15,295326393,1.212749,26851106816,2,2017/11/9,50/51,0.761,1557878400,2.45,8.885522,1,0.045300003,13929469,5.473999849,16648712192,9.641944,1695831000,2428101000
282,LH,2.034,0.07947,11.987,-0.11627418,12.09,98500000,72.05,2517548,0.0256,1546214400,0.94131,896099968,8.815,0.032832503,2.3239417,0.00589,1609372800,1553990400,2.45,2019/4/15,97917865,1.087915,22938329088,2,2002/5/13,1月2日,0.072,1557878400,1.92,13.8494625,1,0.028900001,2101292,8.814999566,16492839936,18.994896,883700000,1450200000
283,LIN,6.544,0.23518999,23.156,0.24587405,7.86,542766016,94.126,6456585,0.0119,1546214400,0.80885005,4246000128,11.12,0.032832503,2.1292734,0.00104,1609372800,1553990400,3.94,2019/4/15,541382160,0.392608,1.23E+11,2,2003/12/16,1月2日,0.119,1557878400,2.16,25.498728,1,0.0119,6495654,11.11999957,1.09E+11,18.023382,4381000000,2571000000
284,LKQ,1.115,0.03469,10.793,-0.18801588,2.66,313993984,15.286,12170025,0.0388,1546214400,0.96206003,429603008,1.342,0.032832503,1.7499672,0.007710001,1609372800,1553990400,3.83,2019/4/15,311290666,1.653099,13665531904,2,2012/9/19,1月2日,-0.359,1557878400,0.33,10.056391,1,0.0433,10655026,1.341999994,8399339008,19.932936,480118000,947366000
285,LLL,2.205,0.096379995,16.631,0.2672763,12.85,79451200,76.212,1929698,0.024300002,1546214400,0.83213997,830000000,12.795,0.032832503,3.3392382,0.00591,1609372800,1553817600,3.66,2019/4/15,78976844,1.007402,23316895744,2,2012/7/18,9602/10000,0.069,1557878400,2.07,19.804668,1,0.0275,2133572,12.79499981,20219535360,19.889801,1005000000,1103000000
286,LLY,5.003,0.25345,16.125,0.37840664,6.64,920830976,2.694,13068530,0.0135,1546214400,0.81464994,2625900032,6.155,0.032832503,42.290276,0.00121,1609372800,1553990400,2.35,2019/4/15,802006853,0.424722,1.23E+11,2,1997/10/16,1月2日,2.484,1557878400,1.89,17.158133,1,0.0143,26966991,6.155000448,1.05E+11,18.510153,3232000000,6428900000
287,LMT,2.008,0.09906,12.766,0.11252749,24.89,282539008,8.724,2215760,0.0078,1546214400,0.78661,5592999936,19.554,0.032832503,40.302616,0.00094,1609372800,1553990400,1.77,2019/4/15,237236536,1.299167,1.13E+11,2,1999/1/4,1月2日,0.473,1557878400,1.18,14.126156,1,0.0093,2097735,19.55399974,99340713984,17.980976,5046000000,7244000000
288,LNC,0.846,0.09094,6.569,-0.09553313,10.39,202343008,80.877,3190554,0.015800001,1546214400,0.8615,1526000000,7.005,0.032832503,0.7881104,0.0056,1609372800,1553990400,2.27,2019/4/15,201096842,1.987506,14189087744,2,1999/6/22,1月2日,-0.313,1557878400,0.62,6.134745,1,0.0177,3283232,7.004999882,12897343488,9.099215,1641000000,2343000000
289,LNT,4.985,0.1432,14.696,0.27670658,2.41,237394000,19.724,8613764,0.0363,1546214400,0.78043,516300000,2.198,0.032832503,2.473129,0.00176,1609372800,1553990400,7.97,2019/4/15,236964725,0.251816,17973626880,2,2016/5/20,1月2日,0.035,1557878400,3.64,20.240664,1,0.041199997,7907342,2.198000063,11580079104,22.192902,512100000,677900000
290,LOW,1.321,0.03309,12.733,-0.03721392,6.99,782915968,4.07,8292510,0.0104,1548979200,0.77233005,2364999936,2.942,0.032832503,23.66339,0.00166,1612137600,1556841600,2.23,2019/4/15,781538551,1.576226,94705999872,2,2006/7/3,1月2日,0.059,1557878400,1.09,13.7782545,1,0.0104,11426544,2.942000077,75402731520,32.736233,2314000000,6082000000
291,LRCX,2.556,0.25635,8.502,0.016166687,14.82,149927008,35.301,6179367,0.041199997,1529798400,0.91909,2670750976,16.17,0.032832503,5.4154277,0.00454,1592956800,1553990400,3.23,2019/4/15,149251860,1.615315,26624346112,2,2000/3/17,1月3日,-0.297,1557878400,-223,12.899461,1,0.040700004,7647233,16.16999976,28661544960,11.822511,,
292,LUV,1.272,0.10776,6.789,-0.011965513,5.19,543065024,18.029,8471957,0.0156,1546214400,0.81933,2388999936,4.22,0.032832503,2.7899497,0.0029,1609372800,1553990400,2.52,2019/4/15,487780873,1.814339,28200177664,2,2001/2/16,2月3日,-0.164,1557878400,1,9.691714,1,0.0212,9022674,4.219999745,27316170752,11.919432,2465000000,3167000000
293,LW,3.086,0.12753001,14.196,-0.06686044,3.49,146274000,-0.384,9528265,0.0651,1527379200,0.8478,456300000,3.1,0.032832503,,0.00572,1590537600,1550966400,5.73,2019/4/15,145931625,0.139,11328745472,2,-,,-0.098,1557878400,1.83,17.598854,1,0.0652,9866561,3.100000192,8984148992,19.812902,416800000,584100000
294,LYB,1.059,0.11238,6.626,-0.32595932,11.7,370327008,27.376,4685259,0.0127,1546214400,0.75045997,4272000000,11.117,0.032832503,3.0555964,0.2086,1609372800,1553990400,2.06,2019/4/15,293139922,1.357389,40240324608,2,-,,-0.338,1557878400,1.16,7.149573,1,0.016,6261336,11.11699957,30977855488,7.5245123,4688000000,5323000000
295,M,0.524,0.042969998,6.35,-0.48603773,2.9,308872000,20.471,39426253,0.1279,1549065600,0.9526,1104999936,3.547,0.032832503,1.0585706,0.00297,1612224000,1556928000,4.39,2019/4/15,307923277,0.465358,13480245248,2,2006/6/12,1月2日,-0.022,1557878400,-1.28,7.4724135,1,0.1455,36239675,3.546999893,6693256192,6.1093884,1108000000,1532000000
296,MA,17.77,0.40822,29.663,0.33911014,8.99,1009859968,5.047,6415093,0.0063,1546214400,0.77997,6229000192,5.986,0.032832503,52.724392,0.11175,1609372800,1553990400,1.77,2019/4/15,1004033595,0.99918,2.71E+11,2,2014/1/22,1月10日,0.248,1557878400,1.75,29.599556,1,0.0072,5513115,5.985999644,2.72E+11,44.453728,5859000000,8437000000
